label	term	score	rank
PMID_21683322_25_de-prompt.txt	MONDO:0007318	1.0	1
PMID_21683322_25_de-prompt.txt	MONDO:0010035	0.5	2
PMID_21683322_25_de-prompt.txt	MONDO:0016512	0.3333333333333333	3
PMID_21683322_25_de-prompt.txt	MONDO:0016033	0.25	4
PMID_21683322_25_de-prompt.txt	MONDO:0008104	0.2	5
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0008104	1.0	1
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0019499	0.5	2
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0008678	0.3333333333333333	3
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0016512	0.25	4
PMID_30580808_Chen_Pat_124_Fam_48_de-prompt.txt	MONDO:0016033	0.2	5
PMID_36586412_6_de-prompt.txt	MONDO:0001734	1.0	1
PMID_36586412_6_de-prompt.txt	MONDO:0015229	0.5	2
PMID_36586412_6_de-prompt.txt	MONDO:0008944	0.3333333333333333	3
PMID_36586412_6_de-prompt.txt	Rett syndrome (more common in females, but possible in males)	0.25	4
PMID_36586412_6_de-prompt.txt	MONDO:0009571	0.2	5
PMID_28652255_V_3_de-prompt.txt	MONDO:0018982	1.0	1
PMID_28652255_V_3_de-prompt.txt	MONDO:0008840	0.5	2
PMID_28652255_V_3_de-prompt.txt	MONDO:0010200	0.3333333333333333	3
PMID_28652255_V_3_de-prompt.txt	MONDO:0007739	0.25	4
PMID_28652255_V_3_de-prompt.txt	MONDO:0019262	0.2	5
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0008434	1.0	1
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0008999	0.5	2
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0009341	0.3333333333333333	3
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0008678	0.25	4
PMID_35047834_Individual_7_4_Najmabadi_et_al_2011_de-prompt.txt	MONDO:0007113	0.2	5
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0004691	1.0	1
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0018965	0.5	2
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0010526	0.3333333333333333	3
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0100324	0.25	4
PMID_32274456_Family_FGIT_individual_22_de-prompt.txt	MONDO:0005342	0.2	5
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0007739	1.0	1
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0005180	0.5	2
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0007803	0.3333333333333333	3
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0007488	0.25	4
PMID_28862745_PD_Case_5_de-prompt.txt	MONDO:0010200	0.2	5
PMID_26942287_EE2_de-prompt.txt	MONDO:0010383	1.0	1
PMID_26942287_EE2_de-prompt.txt	MONDO:0020066	0.5	2
PMID_26942287_EE2_de-prompt.txt	MONDO:0010726	0.3333333333333333	3
PMID_26942287_EE2_de-prompt.txt	MONDO:0007113	0.25	4
PMID_26942287_EE2_de-prompt.txt	MONDO:0008678	0.2	5
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0010200	1.0	1
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0021001	0.5	2
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0013282	0.3333333333333333	3
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0013209	0.25	4
PMID_29321044_Patient_2_de-prompt.txt	MONDO:0005439	0.2	5
PMID_24269551_patient_IV_1_de-prompt.txt	MONDO:0019188	1.0	1
PMID_24269551_patient_IV_1_de-prompt.txt	MONDO:0008115	0.5	2
PMID_24269551_patient_IV_1_de-prompt.txt	MONDO:0007043	0.3333333333333333	3
PMID_24269551_patient_IV_1_de-prompt.txt	MONDO:0008803	0.25	4
PMID_29196670_Patient_10_de-prompt.txt	MONDO:0001734	1.0	1
PMID_29196670_Patient_10_de-prompt.txt	MONDO:0018975	0.5	2
PMID_29196670_Patient_10_de-prompt.txt	MONDO:0008501	0.3333333333333333	3
PMID_29196670_Patient_10_de-prompt.txt	MONDO:0008667	0.25	4
PMID_31000419_III_10_de-prompt.txt	MONDO:0005387	1.0	1
PMID_31000419_III_10_de-prompt.txt	Turner syndrome (consider mosaicism if no obvious phenotype)	0.5	2
PMID_31000419_III_10_de-prompt.txt	MONDO:0010706	0.3333333333333333	3
PMID_31000419_III_10_de-prompt.txt	MONDO:0021950	0.25	4
PMID_31000419_III_10_de-prompt.txt	MONDO:0009258	0.2	5
PMID_37761890_28__de-prompt.txt	MONDO:0010568	1.0	1
PMID_37761890_28__de-prompt.txt	MONDO:0008944	0.5	2
PMID_37761890_28__de-prompt.txt	MONDO:0019609	0.3333333333333333	3
PMID_37761890_28__de-prompt.txt	MONDO:0000171	0.25	4
PMID_37761890_28__de-prompt.txt	MONDO:0009341	0.2	5
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0009746	1.0	1
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0015626	0.5	2
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0004976	0.3333333333333333	3
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0018544	0.25	4
PMID_30643655_F2_IV_1_de-prompt.txt	MONDO:0019064	0.2	5
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0010035	1.0	1
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0011146	0.5	2
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0016033	0.3333333333333333	3
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0010589	0.25	4
PMID_33350388_Patient_KD_5_3_de-prompt.txt	MONDO:0019188	0.2	5
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0019349	1.0	1
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0010193	0.5	2
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0010383	0.3333333333333333	3
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0008999	0.25	4
PMID_37196654_Individual_33_de-prompt.txt	MONDO:0008434	0.2	5
STX_29896790_P2_de-prompt.txt	MONDO:0018097	1.0	1
STX_29896790_P2_de-prompt.txt	MONDO:0100062	0.5	2
STX_29896790_P2_de-prompt.txt	MONDO:0100135	0.3333333333333333	3
STX_29896790_P2_de-prompt.txt	MONDO:0010568	0.25	4
STX_29896790_P2_de-prompt.txt	MONDO:0016532	0.2	5
PMID_10077612_Family_B_II_2_de-prompt.txt	MONDO:0007732	1.0	1
PMID_10077612_Family_B_II_2_de-prompt.txt	MONDO:0019391	0.5	2
PMID_10077612_Family_B_II_2_de-prompt.txt	MONDO:0019188	0.3333333333333333	3
PMID_34722527_individual_34_1_JENNIFER_A__GALVIN_EVALUATIONOFG_de-prompt.txt	MONDO:0018998	1.0	1
PMID_34722527_individual_34_1_JENNIFER_A__GALVIN_EVALUATIONOFG_de-prompt.txt	MONDO:0019200	0.5	2
PMID_34722527_individual_34_1_JENNIFER_A__GALVIN_EVALUATIONOFG_de-prompt.txt	MONDO:0015993	0.3333333333333333	3
PMID_34722527_individual_34_1_JENNIFER_A__GALVIN_EVALUATIONOFG_de-prompt.txt	MONDO:0003608	0.25	4
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	MONDO:0010726	1.0	1
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	MONDO:0010035	0.5	2
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	MONDO:0019188	0.3333333333333333	3
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	MONDO:0016033	0.25	4
PMID_36446582_Miyatake_2017_P1_de-prompt.txt	MONDO:0007113	0.2	5
PMID_20151160_Patient_1_de-prompt.txt	MONDO:0004691	1.0	1
PMID_20151160_Patient_1_de-prompt.txt	MONDO:0001734	0.5	2
PMID_20151160_Patient_1_de-prompt.txt	MONDO:0019005	0.3333333333333333	3
PMID_20151160_Patient_1_de-prompt.txt	MONDO:0018965	0.25	4
PMID_20151160_Patient_1_de-prompt.txt	MONDO:0009889	0.2	5
PMID_33766796_2_de-prompt.txt	MONDO:0010383	1.0	1
PMID_33766796_2_de-prompt.txt	Rett syndrome (though more common in females)	0.5	2
PMID_33766796_2_de-prompt.txt	MONDO:0007113	0.3333333333333333	3
PMID_33766796_2_de-prompt.txt	MONDO:0019349	0.25	4
PMID_33766796_2_de-prompt.txt	MONDO:0017623	0.2	5
PMID_33766796_2_de-prompt.txt	MONDO:0010035	0.16666666666666666	6
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	MONDO:0018998	1.0	1
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	MONDO:0019200	0.5	2
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	MONDO:0015993	0.3333333333333333	3
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	MONDO:0019353	0.25	4
PMID_34722527_individual_individual_1_Juliana_Maria_Ferraz_Sallum1_12_Clinicalandmo_de-prompt.txt	MONDO:0016484	0.2	5
STX_28708303_Patient_56_de-prompt.txt	MONDO:0012960	1.0	1
STX_28708303_Patient_56_de-prompt.txt	MONDO:0010283	0.5	2
STX_28708303_Patient_56_de-prompt.txt	MONDO:0007113	0.3333333333333333	3
STX_28708303_Patient_56_de-prompt.txt	MONDO:0008300	0.25	4
STX_28708303_Patient_56_de-prompt.txt	MONDO:0007846	0.2	5
STX_23708187_T23553_de-prompt.txt	MONDO:0100135	1.0	1
STX_23708187_T23553_de-prompt.txt	MONDO:0016532	0.5	2
STX_23708187_T23553_de-prompt.txt	MONDO:0018097	0.3333333333333333	3
STX_23708187_T23553_de-prompt.txt	MONDO:0010726	0.25	4
STX_23708187_T23553_de-prompt.txt	MONDO:0009509	0.2	5
PMID_34722527_individual_TB34R_R77_3_Tami_Current_de-prompt.txt	MONDO:0010726	1.0	1
PMID_34722527_individual_TB34R_R77_3_Tami_Current_de-prompt.txt	MONDO:0007113	0.5	2
PMID_34722527_individual_TB34R_R77_3_Tami_Current_de-prompt.txt	MONDO:0008300	0.3333333333333333	3
PMID_34722527_individual_TB34R_R77_3_Tami_Current_de-prompt.txt	MONDO:0010383	0.25	4
PMID_34722527_individual_TB34R_R77_3_Tami_Current_de-prompt.txt	MONDO:0008434	0.2	5
PMID_33731876_fam95_de-prompt.txt	Ohtahara syndrome (Early Infantile Epileptic Encephalopathy with Burst-Suppression)	1.0	1
PMID_33731876_fam95_de-prompt.txt	MONDO:0010568	0.5	2
PMID_33731876_fam95_de-prompt.txt	MONDO:0018838	0.3333333333333333	3
PMID_33731876_fam95_de-prompt.txt	MONDO:0018097	0.25	4
PMID_33731876_fam95_de-prompt.txt	MONDO:0100135	0.2	5
PMID_36553465_P9_de-prompt.txt	MONDO:0018094	1.0	1
PMID_36553465_P9_de-prompt.txt	MONDO:0018910	0.5	2
PMID_36553465_P9_de-prompt.txt	MONDO:0030903	0.3333333333333333	3
PMID_36553465_P9_de-prompt.txt	MONDO:0008244	0.25	4
PMID_34722527_individual_LCA_F001_5_Leen_Abu_Safieh_Autozygome_guid_de-prompt.txt	MONDO:0009572	1.0	1
PMID_34722527_individual_LCA_F001_5_Leen_Abu_Safieh_Autozygome_guid_de-prompt.txt	MONDO:0020066	0.5	2
PMID_34722527_individual_LCA_F001_5_Leen_Abu_Safieh_Autozygome_guid_de-prompt.txt	MONDO:0007947	0.3333333333333333	3
PMID_34722527_individual_MEP1_3_Martin_McKibbin_Genotype_Phenot_de-prompt.txt	MONDO:0018998	1.0	1
PMID_34722527_individual_MEP1_3_Martin_McKibbin_Genotype_Phenot_de-prompt.txt	MONDO:0019200	0.5	2
PMID_34722527_individual_MEP1_3_Martin_McKibbin_Genotype_Phenot_de-prompt.txt	MONDO:0015993	0.3333333333333333	3
PMID_34722527_individual_MEP1_3_Martin_McKibbin_Genotype_Phenot_de-prompt.txt	MONDO:0019353	0.25	4
PMID_34722527_individual_MEP1_3_Martin_McKibbin_Genotype_Phenot_de-prompt.txt	MONDO:0016484	0.2	5
PMID_12789647_K11_III_2_de-prompt.txt	MONDO:0007732	1.0	1
PMID_12789647_K11_III_2_de-prompt.txt	MONDO:0019391	0.5	2
PMID_12789647_K11_III_2_de-prompt.txt	MONDO:0008642	0.3333333333333333	3
PMID_12789647_K11_III_2_de-prompt.txt	MONDO:0010121	0.25	4
PMID_27040691_Individual_2_1_de-prompt.txt	MONDO:0007113	1.0	1
PMID_27040691_Individual_2_1_de-prompt.txt	MONDO:0010726	0.5	2
PMID_27040691_Individual_2_1_de-prompt.txt	MONDO:0010714	0.3333333333333333	3
PMID_27040691_Individual_2_1_de-prompt.txt	MONDO:0008434	0.25	4
PMID_27040691_Individual_2_1_de-prompt.txt	MONDO:0008944	0.2	5
PMID_16917909_603_1_de-prompt.txt	MONDO:0007732	1.0	1
PMID_16917909_603_1_de-prompt.txt	MONDO:0009162	0.5	2
PMID_16917909_603_1_de-prompt.txt	MONDO:0008104	0.3333333333333333	3
PMID_16917909_603_1_de-prompt.txt	MONDO:0007947	0.25	4
PMID_16917909_603_1_de-prompt.txt	MONDO:0009326	0.2	5
PMID_34645992_Individual_8_de-prompt.txt	MONDO:0008965	1.0	1
PMID_34645992_Individual_8_de-prompt.txt	MONDO:0010568	0.5	2
PMID_34645992_Individual_8_de-prompt.txt	MONDO:0016033	0.3333333333333333	3
PMID_34645992_Individual_8_de-prompt.txt	MONDO:0000171	0.25	4
PMID_34645992_Individual_8_de-prompt.txt	MONDO:0009072	0.2	5
PMID_29469822_Family_3_II_1_de-prompt.txt	MONDO:0008104	1.0	1
PMID_29469822_Family_3_II_1_de-prompt.txt	MONDO:0009026	0.5	2
PMID_29469822_Family_3_II_1_de-prompt.txt	MONDO:0100082	0.3333333333333333	3
PMID_29469822_Family_3_II_1_de-prompt.txt	MONDO:0015280	0.25	4
PMID_29469822_Family_3_II_1_de-prompt.txt	Turner syndrome (though less likely due to the presence of a septal defect)	0.2	5
PMID_22772371_MS239_V_5_de-prompt.txt	MONDO:0007523	1.0	1
PMID_22772371_MS239_V_5_de-prompt.txt	MONDO:0007947	0.5	2
PMID_22772371_MS239_V_5_de-prompt.txt	MONDO:0018954	0.3333333333333333	3
PMID_22772371_MS239_V_5_de-prompt.txt	MONDO:0019354	0.25	4
STX_25533962_258242_de-prompt.txt	MONDO:0019349	1.0	1
STX_25533962_258242_de-prompt.txt	MONDO:0010383	0.5	2
STX_25533962_258242_de-prompt.txt	MONDO:0007113	0.3333333333333333	3
STX_25533962_258242_de-prompt.txt	MONDO:0008434	0.25	4
STX_25533962_258242_de-prompt.txt	MONDO:0005258	0.2	5
PMID_37951597_Family_27_Subject_1_de-prompt.txt	MONDO:0060510	1.0	1
PMID_37951597_Family_27_Subject_1_de-prompt.txt	MONDO:0018937	0.5	2
PMID_37951597_Family_27_Subject_1_de-prompt.txt	MONDO:0008767	0.3333333333333333	3
PMID_37951597_Family_27_Subject_1_de-prompt.txt	MONDO:0010035	0.25	4
PMID_37951597_Family_27_Subject_1_de-prompt.txt	MONDO:0019349	0.2	5
PMID_36553465_P11_de-prompt.txt	MONDO:0018910	1.0	1
PMID_36553465_P11_de-prompt.txt	MONDO:0018094	0.5	2
PMID_36553465_P11_de-prompt.txt	MONDO:0030903	0.3333333333333333	3
PMID_36553465_P11_de-prompt.txt	MONDO:0008963	0.25	4
PMID_33045405_Puisac_et_al___2018__patient_2_de-prompt.txt	MONDO:0008721	1.0	1
PMID_33045405_Puisac_et_al___2018__patient_2_de-prompt.txt	MONDO:0009282	0.5	2
PMID_33045405_Puisac_et_al___2018__patient_2_de-prompt.txt	MONDO:0015515	0.3333333333333333	3
PMID_33045405_Puisac_et_al___2018__patient_2_de-prompt.txt	Fatty acid oxidation disorder (unspecific)	0.25	4
PMID_33045405_Puisac_et_al___2018__patient_2_de-prompt.txt	MONDO:0020531	0.2	5
PMID_11175294_B27_de-prompt.txt	MONDO:0007947	1.0	1
PMID_14585638_F2_de-prompt.txt	MONDO:0012020	1.0	1
PMID_14585638_F2_de-prompt.txt	MONDO:0008965	0.5	2
PMID_14585638_F2_de-prompt.txt	MONDO:0016512	0.3333333333333333	3
PMID_14585638_F2_de-prompt.txt	MONDO:0008104	0.25	4
PMID_24951643_Kinship_2_Patient_3_de-prompt.txt	MONDO:0015626	1.0	1
PMID_24951643_Kinship_2_Patient_3_de-prompt.txt	MONDO:0019079	0.5	2
PMID_24951643_Kinship_2_Patient_3_de-prompt.txt	MONDO:0004976	0.3333333333333333	3
PMID_24951643_Kinship_2_Patient_3_de-prompt.txt	MONDO:0010311	0.25	4
PMID_24951643_Kinship_2_Patient_3_de-prompt.txt	MONDO:0008056	0.2	5
PMID_33731876_fam178_de-prompt.txt	MONDO:0011612	1.0	1
PMID_33731876_fam178_de-prompt.txt	MONDO:0018866	0.5	2
PMID_33731876_fam178_de-prompt.txt	MONDO:0010789	0.3333333333333333	3
PMID_33731876_fam178_de-prompt.txt	POLG-related disorders	0.25	4
PMID_33731876_fam178_de-prompt.txt	MONDO:0010787	0.2	5
PMID_33731876_fam178_de-prompt.txt	MONDO:0016296	0.16666666666666666	6
PMID_11479728_patient_13_de-prompt.txt	MONDO:0010035	1.0	1
PMID_11479728_patient_13_de-prompt.txt	MONDO:0018068	0.5	2
PMID_11479728_patient_13_de-prompt.txt	MONDO:0007804	0.3333333333333333	3
PMID_11479728_patient_13_de-prompt.txt	MONDO:0008428	0.25	4
PMID_15266616_130_de-prompt.txt	MONDO:0019188	1.0	1
PMID_15266616_130_de-prompt.txt	MONDO:0010035	0.5	2
PMID_15266616_130_de-prompt.txt	MONDO:0016033	0.3333333333333333	3
PMID_15266616_130_de-prompt.txt	MONDO:0008104	0.25	4
PMID_15266616_130_de-prompt.txt	MONDO:0007617	0.2	5
PMID_36463227_case_de-prompt.txt	MONDO:0019350	1.0	1
PMID_36463227_case_de-prompt.txt	MONDO:0009950	0.5	2
PMID_36463227_case_de-prompt.txt	MONDO:0005775	0.3333333333333333	3
PMID_36463227_case_de-prompt.txt	MONDO:0000984	0.25	4
PMID_33731876_fam273_de-prompt.txt	MONDO:0100135	1.0	1
PMID_33731876_fam273_de-prompt.txt	MONDO:0016532	0.5	2
PMID_33731876_fam273_de-prompt.txt	MONDO:0017746	0.3333333333333333	3
PMID_33731876_fam273_de-prompt.txt	MONDO:0100039	0.25	4
PMID_33731876_fam273_de-prompt.txt	MONDO:0011416	0.2	5
PMID_32559514_1_year_old_girl_de-prompt.txt	MONDO:0009723	1.0	1
